Latein,Deutsch,Kartei,Wortart
quis es?,Wer bist Du?; Wie heißt Du?,6,x
Ego sum,Ich bin; ich heiße,5,x
familia,die Familie,5,s
servus,der Diener; der Sklave,5,s
serva,die Dienerin; die Sklavin,5,s
dominus,der Herr; der Hausherr,5,s
domina,die Herrin; die Hausherrin,5,s
negotium,das Geschäft (machen); die Aufgabe,5,s
est,er/sie/es ist; es gibt,5,v
amicus,der Freund,5,s
et,und,5,x
amica,die Freundin,5,s
ubi,wo,5,x
non,nicht,5,x
hic,hier,5,x
properare,eilen; sich beeilen,5,v
laborare,leiden; arbeiten,5,v
clamare,(laut) rufen; schreien,5,v
sedere; sedeo; sedi,sitzen; dasitzen,5,v
gaudere,sich freuen; froh sein,5,v
sunt,sie sind; es gibt/findet statt,5,x
nam,denn ; nämlich,5,x
etiam,auch ; sogar,5,x
ibi,dort,5,x
debere,müssen; schulden,5,v
nunc,nun; jetzt,5,x
sed,aber; doch; sondern,5,x
cur?,warum?,5,x
otium,die Freizeit; die Ruhe; die Muße,5,s
forum,das Forum; der (Markt)Platz; das Stadtzentrum,5,s
nomen,der Name,5,s
lectus,das Bett; die Liege,5,s
mensa,der Tisch,5,s
cibus,die Speise; das Essen; die Nahrung,5,s
cenare,essen; speisen,5,v
vinum,der Wein,5,s
aqua,das Wasser,5,s
vocare,rufen,5,v
quid?,was?,5,x
ridere; rideo; risi,lachen; auslachen,5,v
venire; venio; veni; ventum,kommen,5,v
audire,hören; anhören,5,v
dormire,schlafen,5,v
desperare,verzweifeln; die Hoffnung aufgeben,5,v
tum,dann; darauf; da; damals,5,x
iam,schon; bereits,5,x
subito,plötzlich,5,x
imperare,befehlen; anordnen; herrschen,5,v
parere,gehorchen; folgen,5,v
cessare,zögern; sich Zeit lassen,5,v
salutare,grüßen; begrüßen,5,v
salve!,sei gegrüßt; grüß dich!,5,x
num?,etwa?,5,x
aperire; aperio; aperui,öffnen; aufmachen,5,v
intrare,betreten; eintreten,5,v
verbum,das Wort,5,s
tacere,still sein; schweigen; verschweigen,5,v
rogare,fragen; bitte (um),5,v
respondere; respondeo; respondi,antworten,5,v
docere; doceo; docui; doctum,lehren; beibringen; unterrichten,5,v
fabula,die Geschichte; die Erzähliung; das Theaterstück,5,s
laudare,loben,5,v
bene,gut,5,x
tu,du,5,x
tabula,die Tafel; das Brett,5,s
amare,lieben; germe mögen,5,v
curare,sich kümmern; soregen (für); pflegen,5,v
ego,ich,5,x
spectare,(an)schauen; betrachten,5,v
monere,mahnen; erinnern,5,v
tandem,endlich; schließlich,5,x
puella,das Mädchen,5,s
quis?,wer?,5,x
autem,aber; jedoch,5,x
semper,immer,5,x
narrare,erzählen; berichten,5,v
quaeso,ich bitte,5,v
quaesumus,wir bitten,5,v
enim,denn; nämlich,5,x
grammaticus,der Literaturlehrer,5,s
magister,der Lehrer,5,s
Romanus,der Römer,5,s
dea,die Göttin,5,s
deus,Gott,5,s
sacrum,das Opfer(tier); die Opferhandlung,5,s
ara,der Altar,5,s
templum,der Tempel,5,s
ignorare,nicht wissen ; nicht kennen,5,v
non ignorare,genau wissen,5,v
habere,haben,5,v
timere,sich fürchten; Angst haben,5,v
colere; colo; colui; cultum,bewirtschaften; bebauen; pflegen; verehren,5,v
emere; emo; emi,kaufen,5,v
vendere; vendo; vendidi; venditum,verkaufen,5,v
dicere; dico; dixi; dictum,sagen; sprechen; reden; nennen,5,v
facere; facio; feci; factum,tun; machen; ausführen,5,v
cupere; cupio; cupivi; cupitum ,wünschen; haben wolln; begehren,5,v
novem,neun,5,x
mille,tausend,5,x
nummus,die Münze,5,s
poscere; posco; poposci,fordern,5,v
tres,drei,5,x
incendere; incendo; incendi; incensum,entflammen; in Brand setzen,5,v
sex,sechs,5,x
iterum,wiederum; ein zweies mal,5,x
certe,sicher; gewiss,5,x
si,wenn; falls,5,x
theatrum,das Theater,5,s
videre; video; vidi,sehen,5,v
