Latein,Deutsch,Kartei,Wortart
quis es?,Wer bist Du?; Wie heißt Du?,3,x
Ego sum,Ich bin; ich heiße,2,x
familia,die Familie,2,s
servus,der Diener; der Sklave,2,s
serva,die Dienerin; die Sklavin,2,s
dominus,der Herr; der Hausherr,2,s
domina,die Herrin; die Hausherrin,2,s
negotium,das Geschäft (machen); die Aufgabe,2,s
est,er/sie/es ist; es gibt,2,v
amicus,der Freund,2,s
et,und,2,x
amica,die Freundin,2,s
ubi,wo,2,x
non,nicht,2,x
hic,hier,2,x
properare,eilen; sich beeilen,2,v
laborare,leiden; arbeiten,2,v
clamare,(laut) rufen; schreien,2,v
sedere; sedeo; sedi,sitzen; dasitzen,2,v
gaudere,sich freuen; froh sein,2,v
sunt,sie sind; es gibt/findet statt,2,x
nam,denn ; nämlich,2,x
etiam,auch ; sogar,2,x
ibi,dort,2,x
debere,müssen; schulden,2,v
nunc,nun; jetzt,2,x
sed,aber; doch; sondern,2,x
cur?,warum?,2,x
otium,die Freizeit; die Ruhe; die Muße,2,s
forum,das Forum; der (Markt)Platz; das Stadtzentrum,2,s
nomen,der Name,2,s
lectus,das Bett; die Liege,2,s
mensa,der Tisch,2,s
cibus,die Speise; das Essen; die Nahrung,2,s
cenare,essen; speisen,2,v
vinum,der Wein,2,s
aqua,das Wasser,2,s
vocare,rufen,2,v
quid?,was?,2,x
ridere; rideo; risi,lachen; auslachen,2,v
venire; venio; veni,kommen,2,v
audire,hören; anhören,2,v
dormire,schlafen,2,v
desperare,verzweifeln; die Hoffnung aufgeben,2,v
tum,dann; darauf; da; damals,2,x
iam,schon; bereits,2,x
subito,plötzlich,2,x
imperare,befehlen; anordnen; herrschen,2,v
parere,gehorchen; folgen,2,v
cessare,zögern; sich Zeit lassen,2,v
salutare,grüßen; begrüßen,2,v
salve!,sei gegrüßt; grüß dich!,2,x
num?,etwa?,2,x
aperire; aperio; aperui,öffnen; aufmachen,2,v
intrare,betreten; eintreten,2,v
verbum,das Wort,2,s
tacere,still sein; schweigen; verschweigen,2,v
rogare,fragen; bitte (um),2,v
respondere; respondeo; respondi,antworten,2,v
docere,lehren; beibringen; unterrichten,2,v
fabula,die Geschichte; die Erzähliung; das Theaterstück,2,s
laudare,loben,2,v
bene,gut,2,x
tu,du,2,x
tabula,die Tafel; das Brett,2,s
amare,lieben; germe mögen,2,v
curare,sich kümmern; soregen (für); pflegen,2,v
ego,ich,2,x
spectare,(an)schauen; betrachten,2,v
monere,mahnen; erinnern,2,v
tandem,endlich; schließlich,2,x
puella,das Mädchen,2,s
quis?,wer?,2,x
autem,aber; jedoch,2,x
semper,immer,2,x
narrare,erzählen; berichten,2,v
quaeso,ich bitte,2,v
quaesumus,wir bitten,2,v
enim,denn; nämlich,2,x
grammaticus,der Literaturlehrer,2,s
magister,der Lehrer,2,s
Romanus,der Römer,2,s
dea,die Göttin,2,s
deus,Gott,2,s
sacrum,das Opfer(tier); die Opferhandlung,2,s
ara,der Altar,2,s
templum,der Tempel,2,s
ignorare,nicht wissen ; nicht kennen,2,v
non ignorare,genau wissen,2,v
habere,haben,2,v
timere,sich fürchten; Angst haben,2,v
colere; colo; colui,bewirtschaften; bebauen; pflegen; verehren,2,v
emere; emo; emi,kaufen,2,v
vendere; vendo; vendidi,verkaufen,2,v
dicere; dico; dixi,sagen; sprechen; reden; nennen,2,v
facere; facio; feci,tun; machen; ausführen,2,v
cupere; cupio; cupivi,wünschen; haben wolln; begehren,2,v
novem,neun,2,x
mille,tausend,2,x
nummus,die Münze,2,s
poscere; posco; poposci,fordern,2,v
tres,drei,2,x
incendere; incendo; incendi,entflammen; in Brand setzen,2,v
sex,sechs,2,x
iterum,wiederum; ein zweies mal,2,x
certe,sicher; gewiss,2,x
si,wenn; falls,2,x
theatrum,das Theater,2,s
videre; video; vidi,sehen,2,v
ludus,das Spiel; die Schule; die (zirkus)Spiele,2,s
incipere; incipio; coepi,anfangen; beginnen,2,v
filius,der Sohn,2,s
effugere; effugio; effugi,entkommen,2,v
mercator,der Händler; Kaufmann,2,s
senator,der Senator,2,s
gladiator,der Gladiator,2,s
fur,der Dieb; die Diebin,2,s
clamor,der Schrei; das Gesschrei; der Lärm,2,s
esse; sum; fui,sein,2,v
adesse; adsum,da sein; helfen,2,x
abesse; absum,fort sein; weg sein; fehlen,2,x
retinere; retineo,zurückhalten; behalten; festhalten,2,v
intus,innne; im inneren,2,x
turba,die (Menschen-)Menge; das Durcheinander; das Gedränge,2,s
amor,die Liebe,2,s
dolor,der Schmerz,2,s
vita,das Leben; die Lebensweise,2,s
bestia,das (wilde) Tier,2,s
liberi,die Kinder,2,s
porta,die Tür; das Tor; der eingang,2,s
claudere; claudo; clausi; clausum,schließen; einschließen; versprerren,2,v
non iam,nicht mehr,2,x
larva,das Gespenst,2,s
persona,die Maske; die Rolle (im Schausoiel),2,s
scaena,die Bühne,2,s
occurrere; occuro; occurri,entgegenlaufen; -treten; begegnen,2,v
curia,die Kurie; das Rathaus,2,s
orator,der Redner,2,s
flamma,die Flamme,2,s
me,mich,2,x
fugere; fugio; fugi,fliehen (vor); meiden,2,v
locus,der Ort; der Platz; die Stelle,2,s
dare; do; dedi,geben,2,v
appropinquare; appropinqo, sich nähern; näher kommen,2,v
relinquere; relinquo; reliqui; relictum,verlassen; zurücklassen,2,v
agere; ago; egi,tun; handeln; verhandeln; treiben,2,v
negotia agere,Geschäft betreiben,2,x
bestiam agere,ein Tier jagen,2,x
fabulam agere,ein Theaterstück aufführen,2,x
quid agis?,wie geht es dir?,2,x
vitam agere,sein Leben verbringen,2,x
mittere; mitto; misi; missum,schicken; loslassen; laufen lassen; werfen,2,v
posse ; possum; potui,können; vermögen,2,v
nondum,noch nicht,2,x
exspectare; exspecto,warten (auf); erwarten,2,v
statim,sofort; auf der Stelle,2,x
venia,die Nachsicht; die Verzeihung,2,s
veniam dare,verzeihen,2,x
resistere; resisto; resisti,sich widersetzen; Widerstand leisten,2,v
adhuc,bis jetzt; immer noch,2,x
explicare; explico,erklären,2,v
nuper,neulich,2,x
signum,das Zeichen; das Feldzeichen,2,s
vincere; vinco; vici,siegen; besiegen,2,v
praemium,die Belohnung; der Lohn; der Preis,2,s
honor,die Ehre; das Eherenamt,2,s
studere; studeo,sich bemühen; (tum) wollen; studieren,2,v
vincere studere,siegen wollen,2,x
amico studere,sich um den Freund bemühen,2,x
vix,kaum; nur mit Mühe,2,x
equus,das Pferd,2,s
frustra,vergeblich; umsonst,2,x
denique,schließlich,2,x
petere; peto; petivi,bitte; verlangen; haben wollen; streben nach; erreichen wollen; aufsuchen; angreifen,2,v
senex; senis,der alte Mann; Greis,2,s
adulescens; adulescentis; adulescentium (gen. pl),der Jugendliche; der junge Mann,2,s
vox; vocis,die Stimme; das Wort,2,s
credere; credo; credidi,glauben; vertrauen,2,v
incendium,der Brand; das Feuer,2,s
auctor; auctoris,der Urheber; der Grümder; der Schriftsteller,2,s
taberna,der Laden; das Wirtshaus,2,s
forte,zufällig,2,x
intellegere; intellego; intellexi,erkennen; verstehen; einsehen,2,v
comprehendere; comprehendo; comprehendi,ergreifen; festnehmen; erfassen,2,v
servare; servo,retten (vor) ; bewahren ; beschützen,2,v
sollicitare; sollicito,beunruhigen; eregen,2,v
convincere; convinco; convici,überführen,2,v
gaudium,die Freude,2,s
gladius,das Schwert,2,s
arma; orum n,die Waffe,2,s
supplicium,die Strafe; die Todesstrafe; die Hinrichtung; das Gebet,2,s
populus; -i,das Volk,2,s
exercere; exerceo,üben; trainieren,2,v
medicus; -i,der Arzt,2,s
carere; careo,entbehren; nicht haben; frei sein von,2,v
ferrum,Eisen,2,s
se,sich,2,x
afficere; afficio; affeci (mit Abl.) ,versehen (mit),2,v
doloribus afficere,Schmerz zufügen,2,x
gaudio afficere,erfereuen,2,x
honor afficere,Ehre erweisen,2,x
supplicio afficere,hinrichten,2,x
licet,es ist jemanden möglich ; erlaubt,2,x
solum,nur,2,x
non solum sed etiam,nicht nur sondern auch,2,x
recreare; recreo,erholen,2,v
corpus; corporis,der Körper; der Leichnam,2,s
raro,selten,2,x
vulnus; vulneris,die Wunde,2,s
labor; laboris,die Arbeit; die Mühe,2,s
domum,heim;  nach Hause,2,x
decedere; decedo; decessi,weggehen; sterben,2,v
vestis; vestis f; vestium,das Kleid; die Kleidung,2,s
tunica,die Tunika,2,s
toga,die Toga,2,s
consul; -is m,der Konsul,2,s
currere; curro,laufen; rennen,2,v
habitare,wohnen; bewohnen,2,v
stare; sto; steti,stehen; dastehen,2,v
de,von...herab; von; über; um/wegen,2,x
de amico narrare,vom Freund erzählen,2,x
de amicis timere,um die Freunde angst haben,2,x
ad (akk),zu (...hin); bei; an; nach,2,x
per (akk),durch (...hindurch); über,2,x
post (akk),nach; hinter,2,x
e/ex (abl),aus; aus...heraus; von....her; seit,2,x
super (akk),über,2,x
cum (abl),mit,2,x
sine,ohne,2,x
in,(akk): in (...hinein); nach(...hin); gegen (wohin?) (abl): in an auf bei (wo),3,x
sub,(akk) unter (wohin); (abl) unter (wo),3,x
sermo; sermonis,das Gespräch; die Sprache,3,s
abdere; abdo; abdidi; abditum,verstecken; verbergen,2,v
oculus; -i,Auge,3,s
amittere; amitto; amisi; amissum,verlieren,2,v
vicus; -i,die Gasse; das Dorf,2,s
plebs; plebis f,das (einfache) Volk,3,s
pecunia; -ae,das Geld,3,s
timor; timoris m,die Angst; die Furcht,3,s
mutare; muto,ändern; verändern; verwandeln,3,v
possidere; possideo; possedi,besitzen,3,v
donum; -i,das Geschenk,3,s
poena; -ae,die Strafe,2,s
ponea/poenis afficere,bestrafen,3,x
studium; -i,Das Bemühen; das Streben; das wissenschaftlich Beschäftigen,3,s
nihil,nichts,3,x
convenire; convenio; conveni,passen; zusammentreffen; treffen,3,v
parentes; parent(i)um,die Eltern,3,s
libertas; libertatis f,die Freiheit,3,s
fortuna; -ae,Glück; das Schicksal,3,s
nos,Nom. wir; Akk. uns,2,x
vos,Nom. ihr; Akk. euch,2,x
is; ea; id,dieser; der(jenige); er,2,x
domi,daheim; zu Hause,2,x
ut,wie,2,x
a/ab (abl.),von; von...her; von...weg,2,x
gratia; -ae,der Dank; die anmut,2,s
libenter,gern,2,x
diligere; diligo; dilexi,lieben; (sehr) schätzen,2,v
itaque,daher; deshalb,2,x
prodesse; prosum; profui,nützen,2,v
tamen,dennoch; jedoch,2,x
haud,nicht,2,x
paene,beinahe; fast,2,x
periculim; -i,die Gefahr,2,s
desinere; desino; desii,ablassen; aufhören,2,v
deponere; depono; deposui,ablegen; niederlegen,2,v
magnus; -a; -um,groß; wichtig,2,x
parvus; -a; um,klein; gerin,2,x
bonus; -a; -um,gut,2,x
bona; -orum n (pl),die Güter,3,s
malus; -a; um,böse; schlecht; schlimm,3,x
vir; viri,der Mann,2,s
puer; pueri,der Junge,3,s
magister; magisteri,der Lehrer,3,s
pulcher; pulchera; pulcherum,schön,2,x
miser; misera; miserum,arm; unglücklich; erbärmlich,3,x
cognoscere; cognosco; cognovi,kennenlernen; erkennen; erfahren,3,v
memoria; -ae,die Erinnerung; das Gedächtnis,3,s
memoria comprehendere,im Gedächtnis behalten,3,x
sumere; sumo; sumpsi,nehmen,3,v
iacere; iaceo,liegen,3,v
tempus; temporis n ,die Zeit,3,c
mos; moris m,die Sitte; der Bauch; PL auch Charakter,3,s
hodie,heute,3,x
multi; -ae; -a,viele,3,x
custos; custodis m,der Wächter,2,s
bibere; bibo; bibi,trinken,3,v
saepe,oft,3,x
mirus; -a ; um,erstaunlich; sonderbar; wunderbar,3,x
copia; -ae f,die Menge; der Vorrat; die Truppen,3,s
scelus; sceleris n,das Verbrechen; deer Frevel,2,s
parare; paro,bereiten; vorbereiten; erwerben; (mit Infinitiv) vorhaben zu,3,v
ita,so,3,x
descendere; descendo; descendi,herabsteigen; hinabsteigen,3,v
quaerere; quaero; quaesivi,suchen; (ex) jemanden fragen,2,v
invenire; invenio; inveni,finden; auffinden; erfinden,3,v
qui; quae; qod,der die das; welcher welche welches,3,x
mulier; mulieris f,die Frau,3,s
propinquus; a; um,nahe; benachbart; S der Verwandte,2,x
nepos; nepotis,der Neffe; der Enkel; der Nachfahre,3,s
maritus -i,der Ehemann,3,s
pugnare; pugno,kämpfen,3,v
scire; scio,wissen; kennen,3,v
modus; -i,die Art; Weise; das Maß,3,s
eiusmodi,derartig; solche,3,x
arcessere; arcesso; arcessivi,herbeirufen; holen (lassen),3,v
vinculum,die Fessel,2,s
via; -ae,der Weg; die Straße,2,s
unus; -a; -um; gen:unius dat:uni,ein(er); rein einziger,3,x
accedere; accedo; accessi,herbeikommen; herantreten; sich nähern,2,v
oratio; orationis,die Rede,3,s
ergo,also; folglich,3,x
urbs; urbis; gen.plu urbium,die Stadt; die Großstadt; die Hauptstadt,3,s
componere; compono; composui,zusammenstellen; verfassen; ordnen,3,v
quomodo,wie; auf welche Weise,3,x
indicium; -i n,de Beweis,3,s
animus; -i,die Gesinung; der Sinn; Mut; der Geist,3,s
pergere; pergo; perrexi,fortsetzen; weitermachen; aufbrechen,3,v
clam,heimlich,3,x
pater; patris,der Vater,3,s
clarus; -a; -um,berühmt; klar,3,x
diu,lange (Zeit),3,x
reprehendere; reprehendo; reprehendi,tadeln; kritisieren,3,v
perdere; perdo; perdidi,vernichten; verlieren; umbringen; verderben,3,v
sceleratus; -a; um,verbrecherisch; frevelhaft; subst: der Verbrecher,3,x
magis,mehr,3,x
quam,als,3,x
coniunx; coniugis,der Ehemann; die Ehefrau,3,s
cena,Hauptmalzeit; Gastmahl,3,s
clelebrare; celebro,feiern,3,v
quia,weil,3,x
susinere; sustineo,aushalten; ertragen,3,v
nonne?,etwa nicht?,3,x
placere; placeo,gefallen,2,v
hospes; hospetis,der Gast; der Gastgeber,3,s
fames; famis,der Hunger,3,s
frater; fratris,der Bruder,2,s
ecce!,sieh da! schaut!,3,x
tam,so,3,x
seavus; -a; um,wild; wütend; grimmig,3,x
certare; certo,streiten; kämpfen,2,v
quondam,einmal; einst,3,x
instituere; instituo; instituti,unterrichten; einführen; errichten,3,s
pax; pacis,der Friede,3,s
parcere; parco; peperci (mit Dat),verschonen; sparen,3,v
ira; -ae,der Zorn; die Wut,3,s
mater; matris,die Mutter,3,S
abesse; absum; afui,fort sein; weg sein; fehlen,3,v
adesse; adsum; affui,da sein; helfen,3,v
velle; volo; volui,wollen,3,v
nolle; nolo; nolui,nicht wollen,3,v
malle; malo; malui,lieber wollen,3,v
conspicere; conspicio; conspexi; conspectum,erblicken; sehen,3,v
iter; itineris,die Reise; der Weg; der Marsch,3,s
movere; moveo; movi,bewegen; erregen,3,v
ducere; duco; duxi,führen; ziehen,3,v
fortasse,vielleicht,3,x
huc,hierher,3,x
caelum; -i,der Himmel,3,s
terra; -ae,das Land; die Erde,3,s
mons; montis m; GenPl montium,der Berg,3,s
altus;-a;-um,hoch; tief,3,x
tangere; tango; tetigi,berühren; erreichen,3,v
invadere; invado; invasi,eindringen; angreifen,3,v
potentia; -ae,die Macht,3,s
superare; supero,überwinden; besiegen,3,v
consistere; consisto; consisti,stehen bleiben; sich aufstellen,3,v
inferi; -orum m,die (Bewohner der) Unterwelt,3,s
neglegere; neglego; neglexi,vernachlässigen; gering schätzen; nicht beachten,3,v
prope,(adv.) nahe; in der Nähe; (präp mit akk.) nahe; in der Nähe von,3,x
bellum; -i,der Krieg,3,s
homo; hominis m,der Mensch,3,s
tradere; trado; tradidi,übergeben; überliefern,3,v
fingere; fingo; finxi,formen; gestalten; sich ausdenken,3,v
nomen; nominis,der Name,3,s
terrere; terreo,jemanden erschrecken,3,v
voluntas; voluntatis,der Wille,3,s
nescire; nescio,nicht wissen,3,v
vivere; vivo; vixi,leben,3,v
tectum,das Haus,3,s
ager; agri,der Acker; das Feld; das Land,3,s
pecus; pecoris,das Veih; die Viehherde,3,s
alere; alo; alui,aufziehen; (er)nähren,3,v
ignis; ignis,das Feuer,3,s
rapere; rapio; rapui,rauben,3,v
antea,früher,3,x
dolus,die List; die Täuschung,3,s
vas; vasis,das Gefäß,3,s
morbus; -i,die Krankheit,3,s
tenere; teneo,halten; festhalten,3,v
oportet; oportuit,es gehört sich; man muss,3,x
mors; mortis,der Tod,3,s
servire; servio,dienen; Skalve sein,3,v
rex; regis,der König,3,S
iubere; iubeo; iussi,befehlen; anordnen,3,v
vis;-;-;vim;vi f; PL. vires; virum,die Kraft; die Gewalt; die Menge; Pl auch Streitkräfte,3,s
sic,so; auf diese Weise,3,x
negare; nego,leugnen; sagen - dass nicht,3,v
putare; puto,glauben; meinen,3,v
invidere; invideo; invidi (m Dat),beneiden,3,v
instare; insto; institi,bevorstehen; drohen; bedrängen,3,v
iuvenis; iuvenis m,der junde Mann,3,s
malum,der Apfel,3,s
aureus; -; -um,golden; vergoldet,3,x
pendere; pendeo; pependi,hängen,3,v
suscipere; suscipio; suscepi,aufnehmen; auf sich nehmen; unternehmen,3,v
necare; neco,töten,3,v
umerus; -i,die schulter,3,s
socius; -i,der Gefährte; der Kamerad; der Bundesgenosse,3,s
contra,gegen,3,x
nonnulli; -ae; -a,einige; manche,3,x
constat; constitit,es steht fest; es ist bekannt,3,x
poeta; -ae -m,der Dichter,3,s
imponere; impono; imposui,hineinstellen; auferlegen; auf die Schulter legen - aufbürden,3,v
ponere; pono; posui,setzen; legen (auf); stellen,3,v
pauci; -ae; -a,wenige,3,x
hora; -ae f,die Stunde,3,s
saeculum; -i n,das Jahrhundert; das Zeitalter,3,s
procul,in der Ferne; aus der Ferne; fern,3,x
custodire; custodio,bewachen; beschützen,3,v
interea,inzwischen,3,x
profecto,in der Tat; tatsächlich,3,x
augere; augeo; auxi; auctum,vermehren; vergrößern,3,v
leo; leonis,der Löwe,3,s
annus,das Jahr,3,s
gloria; -ae,der Ruhm; die Ehre,3,s
ingens; ingentis,riesig; gewaltig,3,x
celer; celeris; celee,schnell,3,x
mortalis; mortale,sterblihc; der Stebliche; der Mensch,3,x
acer; acris; acre,scharf; heftig; wild,3,x
omnis; omne,jeder; all; ganz,3,x
incredibilis; incredibile,unglaublich,3,x
mens; mentis,der Gesits; der Verstand,3,s
-que,und (nachgestellt),3,x
quidem,zwar; freilich,3,x
nullus; - a; -um; Gen. nullius; Dat. nulli,kein,3,x
immo,im Gegenteil; ja sogar,3,x
ne...quidem,nicht einmal,3,x
tollere; tollo; sustuli,hochheben; aufheben; erheben; beseitigen; wegnehmen; vernichten,3,v
demittere; demitto; demisi; dimissum,hinabschicken; sinken lassen,3,v
lux; lucis,das Licht; das Tageslicht,3,s
caput; capitis,das Haupt; der Kopf,3,s
immortalis; immortale,unsterblich; der Unsterbliche; der Gott,3,s
fatum; -i n ,das Schicksal; der Schicksalsspruch; der Götterspruch; das Verhängnis,3,s
auxilium; -i,die hilfe,3,s
ruere; ruo; rui,(sich) stürzen; eilen; rennen,3,v
cedere; cedo; cessi,(weg-) gehen; weichen; nachgeben,3,v
valere; valeo,gesund sein; vermögen; Einfluss haben,3,v
vale/valete,lebe wohl,3,x
nihil valere,nichts vermögen; keinen Einfluss haben,3,v
violare; violo,verletzen; Misshandeln,3,v
defendere; defendo; defendi (a/ab),verteidigen (gegen),3,v
meus; -a; -um,mein,3,x
vester; vestra; vestrum,euer,3,x
tuus; -a; -um,dein,3,x
noster; nostra; nostrum,unser,3,x
suus; -a; -um,sein; ihr,3,x
sui; -orum m (pl),die Seine; die Ihre,2,x
soror; sororis,die Schwester,3,s
permittere; permitto; permisi; permissum,erlauben; überlassen,3,v
prohibere; prohibeo,abhalten (von); hindern (an); verhindern,3,v
necesse est,es ist nötig,3,x
novus; -a; -um,neu; neuartig,3,x
condere; condo; condidi,gründen; bestatten,3,v
torquere; torqueo; torsi,foltern; quälen; drehen,3,v
quoque,auch,3,x
nox; noctis f; Gen Pl noctium,die Nacht,3,s
multa nocte,tief in der Nacht,3,x
prima nocte,zu begin der Nacht,3,x
ardere; ardeo; arsi,brennen; glühen,3,v
capere; capio; cepi; captum,nehmen; fangen; ergreifen; einnehmen,3,v
patria; -ae f,das Vaterland; dei Heimat,3,s
mare; maris; (Abl. S mari / Nom Akk Pl maria / Gen Pl marium),das Meer,3,s
errare; erro,sich irren; (umher)irren,3,v
ante,vor,3,x
lacrima; -ae,die Träne,3,s
pius; -a ; -um,fromm; verantwortungsbewusst; pflichtbewusst,3,
nullo modo,auf keine Weise,3,x
mai; -orum m (Pl),die Meinen; meine Leute,3,s
et...et,sowohl... als auch,3,x
ex eo tempore,seit dieser Zeit,3,x
de vita decedere,aus dem Leben scheiden,3,x
in mentem venire,in den sinn kommen,3,x
prima luce,bei Tagesanbruch,3,x
causa; -ae,der Grund; die Ursache; der Fall; der (Gerichts-)Prozess,3,s
ceteri; -ae; -a,die übrigen; die andren,3,x
infelix; infelicis,unglücklich,3,x
superbus; -a; -um,hochmütig; stolz,3,x
mox,bald; dann,3,x
umbra; -ae,der Schatten,3,s
inter,zwischen; während,3,x
vertere; verto; verti,drehen; (um)wenden,3,v
-ne,unübersetztes Fragepartikel,3,x
iurare; iuro,schwören,3,x
per deos iurare,bei den Göttern schwören,3,x
